Student_ID,Name,Math,Science,English,Computer,Social_Science,Total,Percentage,Result
1096,Student_1096,56,61,79,41,68,305,61.0,Pass
1097,Student_1097,49,41,56,94,86,326,65.2,Pass
1098,Student_1098,95,73,95,64,83,410,82.0,Pass
1099,Student_1099,84,95,68,53,90,390,78.0,Pass
1100,Student_1100,36,71,92,83,75,357,71.4,Pass
1101,Student_1101,40,47,80,90,69,326,65.2,Pass
1102,Student_1102,77,69,69,47,67,329,65.8,Pass
1103,Student_1103,85,94,65,59,78,381,76.2,Pass
1104,Student_1104,58,75,36,36,43,248,49.6,Pass
1105,Student_1105,36,87,47,48,92,310,62.0,Pass
1106,Student_1106,79,63,71,67,59,339,67.8,Pass
1107,Student_1107,39,38,46,42,62,227,45.4,Pass
1108,Student_1108,50,50,46,51,83,280,56.0,Pass
1109,Student_1109,58,49,58,67,72,304,60.8,Pass
1110,Student_1110,94,44,93,70,89,390,78.0,Pass
1111,Student_1111,76,67,55,44,70,312,62.4,Pass
1112,Student_1112,42,83,84,77,42,328,65.6,Pass
1113,Student_1113,68,68,57,91,43,327,65.4,Pass
1114,Student_1114,97,60,85,57,97,396,79.2,Pass
1115,Student_1115,48,53,90,62,48,301,60.2,Pass
1116,Student_1116,91,68,48,39,44,290,58.0,Pass
1117,Student_1117,44,67,92,37,98,338,67.6,Pass
1118,Student_1118,54,35,39,84,69,281,56.2,Pass
1119,Student_1119,54,77,85,35,100,351,70.2,Pass
1120,Student_1120,97,96,90,86,43,412,82.4,Pass
1121,Student_1121,63,35,84,96,50,328,65.6,Pass
1122,Student_1122,80,77,73,86,42,358,71.6,Pass
1123,Student_1123,46,81,78,45,93,343,68.6,Pass
1124,Student_1124,72,60,57,40,84,313,62.6,Pass
1125,Student_1125,59,73,84,48,80,344,68.8,Pass
1126,Student_1126,97,45,91,59,52,344,68.8,Pass
1127,Student_1127,39,59,38,65,97,298,59.6,Pass
1128,Student_1128,84,43,74,98,92,391,78.2,Pass
1129,Student_1129,37,39,78,42,78,274,54.8,Pass
1130,Student_1130,40,86,50,62,93,331,66.2,Pass
1131,Student_1131,54,64,44,39,53,254,50.8,Pass
1132,Student_1132,97,37,95,40,66,335,67.0,Pass
1133,Student_1133,51,36,57,41,74,259,51.8,Pass
1134,Student_1134,47,93,56,43,48,287,57.4,Pass
1135,Student_1135,49,98,63,43,60,313,62.6,Pass
1136,Student_1136,89,78,86,76,50,379,75.8,Pass
1137,Student_1137,52,76,62,40,57,287,57.4,Pass
1138,Student_1138,77,43,50,70,53,293,58.6,Pass
1139,Student_1139,88,56,82,56,91,373,74.6,Pass
1140,Student_1140,66,40,52,47,83,288,57.6,Pass
1141,Student_1141,55,37,97,45,35,269,53.8,Pass
1142,Student_1142,35,57,46,71,88,297,59.4,Pass
1143,Student_1143,95,51,61,53,69,329,65.8,Pass
1144,Student_1144,92,87,65,57,39,340,68.0,Pass
1145,Student_1145,58,98,46,73,79,354,70.8,Pass
1146,Student_1146,88,35,65,59,50,297,59.4,Pass
1147,Student_1147,47,81,99,63,94,384,76.8,Pass
1148,Student_1148,61,70,41,59,49,280,56.0,Pass
1149,Student_1149,54,95,98,57,55,359,71.8,Pass
1150,Student_1150,40,41,81,71,61,294,58.8,Pass
1151,Student_1151,90,67,77,93,40,367,73.4,Pass
1152,Student_1152,48,41,57,55,38,239,47.8,Pass
1153,Student_1153,97,100,49,44,65,355,71.0,Pass
1154,Student_1154,91,76,88,60,76,391,78.2,Pass
1155,Student_1155,64,49,76,64,47,300,60.0,Pass
1156,Student_1156,65,87,60,83,63,358,71.6,Pass
1157,Student_1157,44,95,97,41,90,367,73.4,Pass
1158,Student_1158,53,62,93,57,84,349,69.8,Pass
1159,Student_1159,82,52,93,59,80,366,73.2,Pass
1160,Student_1160,69,60,77,51,39,296,59.2,Pass
1161,Student_1161,42,70,52,49,94,307,61.4,Pass
1162,Student_1162,93,88,56,78,63,378,75.6,Pass
1163,Student_1163,72,55,56,64,46,293,58.6,Pass
1164,Student_1164,87,97,62,95,94,435,87.0,Pass
1165,Student_1165,70,36,89,66,66,327,65.4,Pass
1166,Student_1166,76,90,63,54,35,318,63.6,Pass
1167,Student_1167,88,40,40,95,99,362,72.4,Pass
1168,Student_1168,39,89,85,96,47,356,71.2,Pass
1169,Student_1169,92,98,65,45,36,336,67.2,Pass
1170,Student_1170,87,62,51,80,72,352,70.4,Pass
1171,Student_1171,65,46,37,96,74,318,63.6,Pass
1172,Student_1172,55,93,38,93,94,373,74.6,Pass
1173,Student_1173,52,86,58,82,94,372,74.4,Pass
1174,Student_1174,35,44,84,77,39,279,55.8,Pass
1175,Student_1175,72,89,69,61,45,336,67.2,Pass
1176,Student_1176,77,42,100,81,41,341,68.2,Pass
1177,Student_1177,49,84,81,94,40,348,69.6,Pass
1178,Student_1178,81,81,57,43,61,323,64.6,Pass
1179,Student_1179,52,77,65,49,96,339,67.8,Pass
1180,Student_1180,61,63,76,80,69,349,69.8,Pass
1181,Student_1181,99,89,70,41,43,342,68.4,Pass
1182,Student_1182,82,79,92,97,99,449,89.8,Pass
1183,Student_1183,50,95,72,92,82,391,78.2,Pass
1184,Student_1184,43,59,93,46,45,286,57.2,Pass
1185,Student_1185,85,57,71,44,48,305,61.0,Pass
1186,Student_1186,56,70,49,53,98,326,65.2,Pass
1187,Student_1187,54,61,37,72,88,312,62.4,Pass
1188,Student_1188,51,95,79,88,91,404,80.8,Pass
1189,Student_1189,37,72,59,43,37,248,49.6,Pass
1190,Student_1190,64,77,87,78,76,382,76.4,Pass
1191,Student_1191,97,91,93,73,51,405,81.0,Pass
1192,Student_1192,74,56,68,64,96,358,71.6,Pass
1193,Student_1193,82,71,41,53,80,327,65.4,Pass
1194,Student_1194,71,93,56,55,71,346,69.2,Pass
1195,Student_1195,58,57,54,55,65,289,57.8,Pass
1196,Student_1196,49,40,75,51,91,306,61.2,Pass
1197,Student_1197,68,82,58,61,39,308,61.6,Pass
1198,Student_1198,75,79,53,82,92,381,76.2,Pass
1199,Student_1199,55,73,50,38,86,302,60.4,Pass
1200,Student_1200,98,53,93,75,54,373,74.6,Pass
1201,Student_1201,35,99,77,72,95,378,75.6,Pass
1202,Student_1202,72,53,91,78,49,343,68.6,Pass
1203,Student_1203,96,40,52,49,74,311,62.2,Pass
1204,Student_1204,38,86,63,92,80,359,71.8,Pass
1205,Student_1205,46,76,42,59,63,286,57.2,Pass
1206,Student_1206,70,60,37,45,92,304,60.8,Pass
1207,Student_1207,46,100,85,59,97,387,77.4,Pass
1208,Student_1208,75,100,42,81,85,383,76.6,Pass
1209,Student_1209,53,89,82,84,82,390,78.0,Pass
1210,Student_1210,36,71,79,79,74,339,67.8,Pass
1211,Student_1211,92,46,62,91,88,379,75.8,Pass
1212,Student_1212,91,71,55,89,88,394,78.8,Pass
1213,Student_1213,52,46,53,61,73,285,57.0,Pass
1214,Student_1214,95,77,43,83,46,344,68.8,Pass
1215,Student_1215,35,87,69,88,57,336,67.2,Pass
1216,Student_1216,94,52,60,58,83,347,69.4,Pass
1217,Student_1217,72,97,40,73,73,355,71.0,Pass
1218,Student_1218,98,94,63,38,35,328,65.6,Pass
1219,Student_1219,54,68,73,95,50,340,68.0,Pass
1220,Student_1220,71,88,57,97,66,379,75.8,Pass
1221,Student_1221,38,50,70,98,43,299,59.8,Pass
1222,Student_1222,81,96,90,68,95,430,86.0,Pass
1223,Student_1223,50,82,100,37,68,337,67.4,Pass
1224,Student_1224,55,42,53,75,94,319,63.8,Pass
1225,Student_1225,52,80,55,41,69,297,59.4,Pass
1226,Student_1226,81,88,80,41,72,362,72.4,Pass
1227,Student_1227,72,44,100,59,58,333,66.6,Pass
1228,Student_1228,47,56,76,75,73,327,65.4,Pass
1229,Student_1229,69,81,47,80,53,330,66.0,Pass
1230,Student_1230,36,52,71,82,97,338,67.6,Pass
1231,Student_1231,87,78,55,48,62,330,66.0,Pass
1232,Student_1232,54,99,63,59,49,324,64.8,Pass
1233,Student_1233,88,93,44,49,51,325,65.0,Pass
1234,Student_1234,37,96,79,74,81,367,73.4,Pass
1235,Student_1235,52,91,78,57,73,351,70.2,Pass
1236,Student_1236,38,50,63,51,53,255,51.0,Pass
1237,Student_1237,64,74,51,61,51,301,60.2,Pass
1238,Student_1238,45,89,49,44,37,264,52.8,Pass
1239,Student_1239,96,90,40,60,48,334,66.8,Pass
1240,Student_1240,39,100,42,95,50,326,65.2,Pass
1241,Student_1241,67,40,43,73,36,259,51.8,Pass
1242,Student_1242,47,50,61,60,58,276,55.2,Pass
1243,Student_1243,79,38,46,53,70,286,57.2,Pass
1244,Student_1244,79,80,55,99,65,378,75.6,Pass
1245,Student_1245,99,43,47,36,62,287,57.4,Pass
1246,Student_1246,59,71,56,35,47,268,53.6,Pass
1247,Student_1247,62,99,95,81,58,395,79.0,Pass
1248,Student_1248,91,48,58,80,83,360,72.0,Pass
1249,Student_1249,89,62,100,64,87,402,80.4,Pass
1250,Student_1250,49,75,50,94,49,317,63.4,Pass
1251,Student_1251,52,98,81,71,40,342,68.4,Pass
1252,Student_1252,45,76,98,49,84,352,70.4,Pass
1253,Student_1253,71,93,74,91,63,392,78.4,Pass
1254,Student_1254,87,72,89,59,43,350,70.0,Pass
1255,Student_1255,95,82,57,36,97,367,73.4,Pass
1256,Student_1256,48,85,91,45,50,319,63.8,Pass
1257,Student_1257,53,85,86,48,56,328,65.6,Pass
1258,Student_1258,43,81,60,78,60,322,64.4,Pass
1259,Student_1259,86,50,64,89,98,387,77.4,Pass
1260,Student_1260,70,69,86,80,95,400,80.0,Pass
1261,Student_1261,86,97,100,70,53,406,81.2,Pass
1262,Student_1262,93,48,50,67,97,355,71.0,Pass
1263,Student_1263,98,64,52,38,47,299,59.8,Pass
1264,Student_1264,41,43,98,38,57,277,55.4,Pass
1265,Student_1265,83,76,54,73,47,333,66.6,Pass
1266,Student_1266,44,98,94,60,72,368,73.6,Pass
1267,Student_1267,98,97,99,68,78,440,88.0,Pass
1268,Student_1268,37,39,90,50,84,300,60.0,Pass
1269,Student_1269,92,75,83,91,93,434,86.8,Pass
1270,Student_1270,39,39,57,73,56,264,52.8,Pass
1271,Student_1271,97,90,52,74,84,397,79.4,Pass
1272,Student_1272,97,49,97,95,95,433,86.6,Pass
1273,Student_1273,55,99,42,85,68,349,69.8,Pass
1274,Student_1274,98,83,80,71,76,408,81.6,Pass
1275,Student_1275,42,38,40,51,81,252,50.4,Pass
1276,Student_1276,79,38,78,83,47,325,65.0,Pass
1277,Student_1277,89,79,80,87,79,414,82.8,Pass
1278,Student_1278,42,66,66,65,74,313,62.6,Pass
1279,Student_1279,45,43,74,49,78,289,57.8,Pass
1280,Student_1280,56,37,76,39,93,301,60.2,Pass
1281,Student_1281,89,100,88,69,37,383,76.6,Pass
1282,Student_1282,95,37,75,83,84,374,74.8,Pass
1283,Student_1283,76,47,97,47,61,328,65.6,Pass
1284,Student_1284,78,98,99,78,56,409,81.8,Pass
1285,Student_1285,73,81,90,60,98,402,80.4,Pass
1286,Student_1286,44,62,71,68,41,286,57.2,Pass
1287,Student_1287,73,86,63,46,47,315,63.0,Pass
1288,Student_1288,78,69,43,95,89,374,74.8,Pass
1289,Student_1289,61,79,44,73,99,356,71.2,Pass
1290,Student_1290,73,90,75,60,88,386,77.2,Pass
1291,Student_1291,86,67,100,93,58,404,80.8,Pass
1292,Student_1292,37,58,98,62,94,349,69.8,Pass
1293,Student_1293,69,90,42,60,81,342,68.4,Pass
1294,Student_1294,94,53,65,54,73,339,67.8,Pass
1295,Student_1295,90,87,75,43,61,356,71.2,Pass
1296,Student_1296,87,69,71,55,67,349,69.8,Pass
1297,Student_1297,65,86,65,49,54,319,63.8,Pass
1298,Student_1298,59,38,66,74,94,331,66.2,Pass
1299,Student_1299,97,90,89,39,60,375,75.0,Pass
1300,Student_1300,55,69,52,38,68,282,56.4,Pass
1301,Student_1301,70,57,40,97,37,301,60.2,Pass
1302,Student_1302,42,45,75,73,43,278,55.6,Pass
1303,Student_1303,87,81,46,85,52,351,70.2,Pass
1304,Student_1304,65,49,99,50,67,330,66.0,Pass
1305,Student_1305,98,46,65,50,75,334,66.8,Pass
1306,Student_1306,77,84,65,89,62,377,75.4,Pass
1307,Student_1307,53,48,57,62,70,290,58.0,Pass
1308,Student_1308,91,87,67,42,97,384,76.8,Pass
1309,Student_1309,82,49,75,89,95,390,78.0,Pass
1310,Student_1310,66,70,53,81,95,365,73.0,Pass
1311,Student_1311,82,74,37,39,41,273,54.6,Pass
1312,Student_1312,65,67,84,74,81,371,74.2,Pass
1313,Student_1313,50,65,91,84,36,326,65.2,Pass
1314,Student_1314,85,67,73,46,65,336,67.2,Pass
1315,Student_1315,73,61,55,91,75,355,71.0,Pass
1316,Student_1316,87,39,70,45,97,338,67.6,Pass
1317,Student_1317,95,87,77,89,47,395,79.0,Pass
1318,Student_1318,55,68,99,43,80,345,69.0,Pass
1319,Student_1319,88,76,93,38,41,336,67.2,Pass
1320,Student_1320,58,91,52,35,86,322,64.4,Pass
1321,Student_1321,60,74,75,45,49,303,60.6,Pass
1322,Student_1322,55,66,51,87,75,334,66.8,Pass
1323,Student_1323,92,96,52,68,57,365,73.0,Pass
1324,Student_1324,76,71,60,45,88,340,68.0,Pass
1325,Student_1325,82,58,85,83,63,371,74.2,Pass
1326,Student_1326,37,37,64,46,94,278,55.6,Pass
1327,Student_1327,60,68,56,41,86,311,62.2,Pass
1328,Student_1328,89,68,54,46,82,339,67.8,Pass
1329,Student_1329,56,50,36,90,93,325,65.0,Pass
1330,Student_1330,98,50,63,61,59,331,66.2,Pass
1331,Student_1331,69,71,98,83,51,372,74.4,Pass
1332,Student_1332,90,61,62,71,59,343,68.6,Pass
1333,Student_1333,88,58,87,53,38,324,64.8,Pass
1334,Student_1334,72,68,65,92,66,363,72.6,Pass
1335,Student_1335,82,93,45,36,95,351,70.2,Pass
1336,Student_1336,52,76,85,62,84,359,71.8,Pass
1337,Student_1337,89,67,44,47,42,289,57.8,Pass
1338,Student_1338,41,77,65,95,80,358,71.6,Pass
1339,Student_1339,40,35,67,99,83,324,64.8,Pass
1340,Student_1340,73,85,82,51,40,331,66.2,Pass
1341,Student_1341,57,68,56,99,98,378,75.6,Pass
1342,Student_1342,78,94,51,46,75,344,68.8,Pass
1343,Student_1343,90,53,68,49,75,335,67.0,Pass
1344,Student_1344,40,51,98,70,81,340,68.0,Pass
1345,Student_1345,90,71,68,68,75,372,74.4,Pass
1346,Student_1346,90,56,75,97,54,372,74.4,Pass
1347,Student_1347,91,41,59,54,41,286,57.2,Pass
1348,Student_1348,64,58,39,95,68,324,64.8,Pass
1349,Student_1349,55,94,90,49,98,386,77.2,Pass
1350,Student_1350,40,91,80,97,93,401,80.2,Pass
1351,Student_1351,98,49,53,50,79,329,65.8,Pass
1352,Student_1352,46,61,71,58,56,292,58.4,Pass
1353,Student_1353,100,69,62,35,58,324,64.8,Pass
1354,Student_1354,88,44,66,98,47,343,68.6,Pass
1355,Student_1355,77,38,71,50,85,321,64.2,Pass
1356,Student_1356,82,48,76,54,38,298,59.6,Pass
1357,Student_1357,45,93,96,93,69,396,79.2,Pass
1358,Student_1358,35,77,40,92,76,320,64.0,Pass
1359,Student_1359,51,62,41,71,76,301,60.2,Pass
1360,Student_1360,42,44,83,46,86,301,60.2,Pass
1361,Student_1361,67,57,65,86,46,321,64.2,Pass
1362,Student_1362,37,61,55,84,86,323,64.6,Pass
1363,Student_1363,71,54,50,73,97,345,69.0,Pass
1364,Student_1364,90,74,51,80,47,342,68.4,Pass
1365,Student_1365,82,100,60,97,92,431,86.2,Pass
1366,Student_1366,84,95,69,89,46,383,76.6,Pass
1367,Student_1367,89,82,58,90,89,408,81.6,Pass
1368,Student_1368,46,40,100,78,94,358,71.6,Pass
1369,Student_1369,63,54,98,45,72,332,66.4,Pass
1370,Student_1370,94,90,45,96,73,398,79.6,Pass
1371,Student_1371,54,51,73,66,89,333,66.6,Pass
1372,Student_1372,72,41,44,40,100,297,59.4,Pass
1373,Student_1373,48,100,89,87,47,371,74.2,Pass
1374,Student_1374,94,67,80,67,45,353,70.6,Pass
1375,Student_1375,99,37,49,94,57,336,67.2,Pass
1376,Student_1376,58,85,40,45,88,316,63.2,Pass
1377,Student_1377,73,75,93,92,68,401,80.2,Pass
1378,Student_1378,78,58,62,58,45,301,60.2,Pass
1379,Student_1379,68,48,90,37,35,278,55.6,Pass
1380,Student_1380,85,49,36,56,96,322,64.4,Pass
1381,Student_1381,93,86,97,73,81,430,86.0,Pass
1382,Student_1382,85,73,46,51,52,307,61.4,Pass
1383,Student_1383,36,59,49,37,59,240,48.0,Pass
1384,Student_1384,38,61,96,53,65,313,62.6,Pass
1385,Student_1385,90,59,46,73,94,362,72.4,Pass
1386,Student_1386,53,95,89,37,49,323,64.6,Pass
1387,Student_1387,56,54,91,97,95,393,78.6,Pass
1388,Student_1388,37,92,66,60,72,327,65.4,Pass
1389,Student_1389,85,41,77,36,48,287,57.4,Pass
1390,Student_1390,90,88,98,72,39,387,77.4,Pass
1391,Student_1391,97,86,97,100,97,477,95.4,Pass
1392,Student_1392,64,42,37,89,75,307,61.4,Pass
1393,Student_1393,43,69,88,95,49,344,68.8,Pass
1394,Student_1394,98,79,92,90,37,396,79.2,Pass
1395,Student_1395,55,71,59,95,79,359,71.8,Pass
1396,Student_1396,91,64,99,63,78,395,79.0,Pass
1397,Student_1397,94,51,72,84,88,389,77.8,Pass
1398,Student_1398,81,95,55,61,71,363,72.6,Pass
1399,Student_1399,46,96,51,57,60,310,62.0,Pass
1400,Student_1400,55,97,47,88,98,385,77.0,Pass
1401,Student_1401,73,65,61,41,37,277,55.4,Pass
1402,Student_1402,80,68,80,55,57,340,68.0,Pass
1403,Student_1403,99,39,43,78,90,349,69.8,Pass
1404,Student_1404,49,64,50,63,97,323,64.6,Pass
1405,Student_1405,68,78,80,40,69,335,67.0,Pass
1406,Student_1406,54,100,48,41,91,334,66.8,Pass
1407,Student_1407,93,49,48,48,40,278,55.6,Pass
1408,Student_1408,99,48,56,50,61,314,62.8,Pass
1409,Student_1409,81,55,72,91,99,398,79.6,Pass
1410,Student_1410,98,47,54,81,77,357,71.4,Pass
1411,Student_1411,52,50,60,91,88,341,68.2,Pass
1412,Student_1412,35,66,95,78,71,345,69.0,Pass
1413,Student_1413,99,56,45,69,82,351,70.2,Pass
1414,Student_1414,88,81,66,54,88,377,75.4,Pass
1415,Student_1415,64,52,89,87,87,379,75.8,Pass
1416,Student_1416,93,81,38,91,53,356,71.2,Pass
1417,Student_1417,36,43,45,78,75,277,55.4,Pass
1418,Student_1418,86,56,90,42,85,359,71.8,Pass
1419,Student_1419,39,54,42,72,88,295,59.0,Pass
1420,Student_1420,86,73,75,79,36,349,69.8,Pass
1421,Student_1421,70,53,86,92,61,362,72.4,Pass
1422,Student_1422,91,79,86,60,73,389,77.8,Pass
1423,Student_1423,45,39,77,84,51,296,59.2,Pass
1424,Student_1424,71,62,46,100,74,353,70.6,Pass
1425,Student_1425,78,55,37,38,68,276,55.2,Pass
1426,Student_1426,65,73,89,99,49,375,75.0,Pass
1427,Student_1427,42,82,68,99,80,371,74.2,Pass
1428,Student_1428,50,41,50,92,73,306,61.2,Pass
1429,Student_1429,35,93,78,65,64,335,67.0,Pass
1430,Student_1430,79,73,71,52,83,358,71.6,Pass
1431,Student_1431,66,48,76,59,81,330,66.0,Pass
1432,Student_1432,93,47,53,89,87,369,73.8,Pass
1433,Student_1433,45,46,42,89,51,273,54.6,Pass
1434,Student_1434,95,62,92,44,82,375,75.0,Pass
1435,Student_1435,86,85,68,98,89,426,85.2,Pass
1436,Student_1436,91,97,88,55,53,384,76.8,Pass
1437,Student_1437,99,51,97,93,51,391,78.2,Pass
1438,Student_1438,100,50,62,93,95,400,80.0,Pass
1439,Student_1439,39,55,82,50,87,313,62.6,Pass
1440,Student_1440,49,50,82,72,40,293,58.6,Pass
1441,Student_1441,54,50,82,74,82,342,68.4,Pass
1442,Student_1442,73,72,97,38,53,333,66.6,Pass
1443,Student_1443,53,88,41,74,71,327,65.4,Pass
1444,Student_1444,62,58,97,35,50,302,60.4,Pass
1445,Student_1445,79,43,40,88,96,346,69.2,Pass
1446,Student_1446,74,92,78,83,95,422,84.4,Pass
1447,Student_1447,51,52,99,93,92,387,77.4,Pass
1448,Student_1448,92,54,76,46,87,355,71.0,Pass
1449,Student_1449,84,64,85,78,40,351,70.2,Pass
1450,Student_1450,91,70,46,56,38,301,60.2,Pass
1451,Student_1451,74,50,45,59,41,269,53.8,Pass
1452,Student_1452,59,95,99,37,50,340,68.0,Pass
1453,Student_1453,58,37,70,61,66,292,58.4,Pass
1454,Student_1454,91,45,76,86,40,338,67.6,Pass
1455,Student_1455,97,37,78,90,58,360,72.0,Pass
1456,Student_1456,88,38,75,83,67,351,70.2,Pass
1457,Student_1457,46,49,47,56,71,269,53.8,Pass
1458,Student_1458,53,58,67,46,54,278,55.6,Pass
1459,Student_1459,74,87,56,42,76,335,67.0,Pass
1460,Student_1460,58,38,42,73,84,295,59.0,Pass
1461,Student_1461,47,75,53,87,76,338,67.6,Pass
1462,Student_1462,68,83,50,41,60,302,60.4,Pass
1463,Student_1463,65,65,98,100,99,427,85.4,Pass
1464,Student_1464,84,49,69,42,75,319,63.8,Pass
1465,Student_1465,94,87,43,96,38,358,71.6,Pass
1466,Student_1466,87,64,37,69,47,304,60.8,Pass
1467,Student_1467,66,51,73,87,92,369,73.8,Pass
1468,Student_1468,45,99,61,53,82,340,68.0,Pass
1469,Student_1469,56,66,89,92,40,343,68.6,Pass
1470,Student_1470,35,94,72,56,35,292,58.4,Pass
1471,Student_1471,42,96,69,67,83,357,71.4,Pass
1472,Student_1472,79,62,100,71,40,352,70.4,Pass
1473,Student_1473,55,43,73,46,85,302,60.4,Pass
1474,Student_1474,50,52,70,90,61,323,64.6,Pass
1475,Student_1475,99,75,78,68,92,412,82.4,Pass
1476,Student_1476,69,66,76,78,61,350,70.0,Pass
1477,Student_1477,93,77,37,52,35,294,58.8,Pass
1478,Student_1478,95,35,36,57,87,310,62.0,Pass
1479,Student_1479,97,85,45,44,38,309,61.8,Pass
1480,Student_1480,91,50,80,83,80,384,76.8,Pass
1481,Student_1481,84,57,36,50,94,321,64.2,Pass
1482,Student_1482,82,59,91,36,63,331,66.2,Pass
1483,Student_1483,37,70,80,59,46,292,58.4,Pass
1484,Student_1484,73,63,64,98,81,379,75.8,Pass
1485,Student_1485,39,70,98,61,35,303,60.6,Pass
1486,Student_1486,60,85,49,70,99,363,72.6,Pass
1487,Student_1487,98,56,59,57,43,313,62.6,Pass
1488,Student_1488,51,43,51,68,64,277,55.4,Pass
1489,Student_1489,70,59,37,67,93,326,65.2,Pass
1490,Student_1490,35,89,41,76,90,331,66.2,Pass
1491,Student_1491,87,70,50,94,98,399,79.8,Pass
1492,Student_1492,81,40,63,41,70,295,59.0,Pass
1493,Student_1493,88,92,75,35,85,375,75.0,Pass
1494,Student_1494,59,77,45,38,63,282,56.4,Pass
1495,Student_1495,89,44,66,60,56,315,63.0,Pass
1496,Student_1496,77,74,43,47,38,279,55.8,Pass
1497,Student_1497,96,90,38,77,67,368,73.6,Pass
1498,Student_1498,66,48,95,65,78,352,70.4,Pass
1499,Student_1499,41,77,65,44,91,318,63.6,Pass
1500,Student_1500,47,92,50,45,42,276,55.2,Pass
1501,Student_1501,39,83,75,43,51,291,58.2,Pass
1502,Student_1502,42,91,42,73,90,338,67.6,Pass
1503,Student_1503,43,48,42,41,72,246,49.2,Pass
1504,Student_1504,83,86,47,87,64,367,73.4,Pass
1505,Student_1505,36,93,84,94,89,396,79.2,Pass
1506,Student_1506,47,78,38,93,77,333,66.6,Pass
1507,Student_1507,59,48,48,36,43,234,46.8,Pass
1508,Student_1508,59,51,100,67,80,357,71.4,Pass
1509,Student_1509,88,96,91,58,66,399,79.8,Pass
1510,Student_1510,52,40,42,51,74,259,51.8,Pass
1511,Student_1511,90,100,80,74,53,397,79.4,Pass
1512,Student_1512,53,95,74,78,72,372,74.4,Pass
1513,Student_1513,82,36,53,42,65,278,55.6,Pass
1514,Student_1514,99,41,89,79,60,368,73.6,Pass
1515,Student_1515,60,60,43,78,59,300,60.0,Pass
1516,Student_1516,95,94,77,77,73,416,83.2,Pass
1517,Student_1517,88,77,55,48,93,361,72.2,Pass
1518,Student_1518,40,98,63,35,63,299,59.8,Pass
1519,Student_1519,64,94,62,65,96,381,76.2,Pass
1520,Student_1520,77,83,61,86,58,365,73.0,Pass
1521,Student_1521,35,81,36,44,80,276,55.2,Pass
1522,Student_1522,38,49,53,72,91,303,60.6,Pass
1523,Student_1523,59,81,40,38,60,278,55.6,Pass
1524,Student_1524,60,71,57,63,68,319,63.8,Pass
1525,Student_1525,57,78,66,57,60,318,63.6,Pass
1526,Student_1526,37,57,68,47,37,246,49.2,Pass
1527,Student_1527,52,83,49,78,61,323,64.6,Pass
1528,Student_1528,74,93,65,82,82,396,79.2,Pass
1529,Student_1529,56,90,43,50,53,292,58.4,Pass
1530,Student_1530,51,59,59,83,82,334,66.8,Pass
1531,Student_1531,75,89,66,40,59,329,65.8,Pass
1532,Student_1532,72,54,76,66,41,309,61.8,Pass
1533,Student_1533,70,51,100,97,61,379,75.8,Pass
1534,Student_1534,45,95,43,56,100,339,67.8,Pass
1535,Student_1535,84,100,82,98,94,458,91.6,Pass
1536,Student_1536,57,76,82,96,98,409,81.8,Pass
1537,Student_1537,95,69,86,39,61,350,70.0,Pass
1538,Student_1538,63,60,92,65,85,365,73.0,Pass
1539,Student_1539,62,74,89,83,55,363,72.6,Pass
1540,Student_1540,82,67,45,52,45,291,58.2,Pass
1541,Student_1541,72,91,80,64,40,347,69.4,Pass
1542,Student_1542,94,100,78,89,92,453,90.6,Pass
1543,Student_1543,94,90,87,82,98,451,90.2,Pass
1544,Student_1544,75,69,83,38,57,322,64.4,Pass
1545,Student_1545,91,64,68,44,80,347,69.4,Pass
1546,Student_1546,45,72,99,100,45,361,72.2,Pass
1547,Student_1547,70,64,47,50,44,275,55.0,Pass
1548,Student_1548,81,39,60,77,60,317,63.4,Pass
1549,Student_1549,77,67,73,70,59,346,69.2,Pass
1550,Student_1550,52,68,36,73,71,300,60.0,Pass
1551,Student_1551,79,86,86,36,95,382,76.4,Pass
1552,Student_1552,100,54,85,64,64,367,73.4,Pass
1553,Student_1553,61,95,64,94,94,408,81.6,Pass
1554,Student_1554,78,45,75,59,89,346,69.2,Pass
1555,Student_1555,88,61,91,92,38,370,74.0,Pass
1556,Student_1556,82,52,51,74,36,295,59.0,Pass
1557,Student_1557,98,80,78,63,88,407,81.4,Pass
1558,Student_1558,89,86,73,76,37,361,72.2,Pass
1559,Student_1559,39,52,54,77,85,307,61.4,Pass
1560,Student_1560,83,61,85,43,84,356,71.2,Pass
1561,Student_1561,59,95,48,77,92,371,74.2,Pass
1562,Student_1562,73,46,56,48,57,280,56.0,Pass
1563,Student_1563,39,97,38,58,60,292,58.4,Pass
1564,Student_1564,43,84,71,61,64,323,64.6,Pass
1565,Student_1565,72,43,93,42,82,332,66.4,Pass
1566,Student_1566,36,56,76,87,85,340,68.0,Pass
1567,Student_1567,55,49,51,88,96,339,67.8,Pass
1568,Student_1568,43,84,61,51,61,300,60.0,Pass
1569,Student_1569,74,90,95,55,74,388,77.6,Pass
1570,Student_1570,60,99,93,70,60,382,76.4,Pass
1571,Student_1571,35,53,92,43,86,309,61.8,Pass
1572,Student_1572,66,77,97,93,94,427,85.4,Pass
1573,Student_1573,40,46,71,93,79,329,65.8,Pass
1574,Student_1574,73,85,57,88,66,369,73.8,Pass
1575,Student_1575,57,90,93,84,58,382,76.4,Pass
1576,Student_1576,47,85,40,65,55,292,58.4,Pass
